src_bytes,dst_bytes,count,srv_count
14176.58015153854,1007.3801133668311,46,9
48195.96863728351,1754.071344422566,216,36
9635.567772562747,5114.521020259968,11,49
2735.9061398041777,5948.197512085465,13,2
1865.2489365973502,1965.4598417145792,8,3
5768.983021638412,389.6842542808251,27,2
36630.09502886648,3564.0036373874455,21,10
4510.345824277685,1080.1740297805609,4,14
10954.640798128967,1975.0861669685764,3,10
39959.30154165532,568.9861035088271,17,4
2655.4965405241455,4039.6564054436335,23,37
3294.6305421085062,2920.1889869258107,6,33
3263.117023289988,520.2369896667053,35,43
2840.824257659713,1396.9197424897975,43,17
9823.602392144523,523.8571406516802,7,10
427.974764992939,418.99553397642563,18,40
20792.819101931087,417.5670302957417,47,21
1183.5687367340367,3436.297288178656,42,5
820.0551383142226,1453.4317139595098,30,22
45077.85729857892,7368.751963084054,25,44
3074.0771683463636,394.77208988384854,5,16
6540.5133359031715,385.32419658198666,4,18
16972.152506430688,270.7283414706179,49,16
19843.348986415906,878.5088120633532,24,19
1096.7314974204417,419.86377929723403,36,44
1018.4580213087174,2894.684815309538,38,12
1347.7872901225185,562.2836715002683,16,37
57953.565744633925,3343.681272505534,19,23
7519.129355891462,3096.7202796619604,48,15
667.8348285158974,338.6329345636953,26,17
16875.01726493611,783.8498101380687,21,2
1685.0526090416797,176.88016190341705,37,49
1572.4901835328355,75.36409159408547,35,30
50514.17530501548,3428.881222417931,376,44
12301.436947034335,63.57785037973402,224,6
852.3265796488164,251.9946801976322,43,10
18956.343520028677,1847.8166584053647,47,20
3133.059929832518,2782.561738938107,13,10
31641.849244170262,999.608956713662,44,49
125.02517363848766,20670.892393761365,39,32
1827.743150536267,75.66109583857583,3,9
2305.3013979540874,3264.733822083768,40,44
136784.14999661202,1753.9298247564757,39,37
25728.974286203644,946.4074628863507,64,40
2421.0313898224413,101.38181998978422,30,37
6609.651894251773,5259.363770611665,36,18
602.3549280041987,5932.92063843011,19,28
24450.4688877121,1192.1371729952027,21,33
43892.27009805194,1883.704406404634,24,34
1039.9538784965002,4065.315445188657,25,10
1930.1047145327477,8054.937816749599,48,21
24.363746699511317,1177.0501902667274,3,28
2075.4818972713197,1086.5865717253826,11,27
1465565.9145594048,427.9586169469631,288,40
846.3903963445146,504.1514649713049,18,12
1842.7934675171323,450.7231859048763,6,38
5923.024116472704,1882.0015885092917,20,28
23707.1641108245,3269.467677596184,14,45
6307.656461911331,36909.842086882374,13,37
1320.7021670178146,1443.1613942927872,5,2
944.835297688713,2857.2684772089196,35,46
1043.957304734968,129.90916102177945,7,27
2394.3274088827234,1511.2697470990481,2,27
5492.610277006263,1635.4506130382965,30,13
147.9051174389595,295.0159163020322,34,7
7118.295551799103,997.0359126511809,3,21
9323.74802988494,2917.380393950809,15,42
32440.455379160252,1001.3564821605445,11,34
406.151084060653,1990.6729025874213,6,45
39871.61064410897,456.69104875989694,42,35
12001.883647243341,2814.287851318255,23,44
974.2458658358173,199.15668377924564,7,34
8699.368984440121,967.0209933781051,7,45
1926.4364920466728,929.5999211356537,14,41
1587.9252970807572,2791.61731855377,11,22
1067.5445209356676,1355.8908017164165,23,23
809.7221266794827,798.9259333193208,17,39
12259.258244564167,599.3317551256446,29,30
9198.845688121819,240.48692255278274,1,7
196.8778122593796,2576.847981143805,25,9
3157.9072300513894,8754.212174558543,24,46
7104.72340267562,62.76307783852436,18,40
2797.0284620582197,484.6033047140199,26,22
4341.166694411266,948.6405948908366,40,47
3442.3099039993003,4079.6496047380388,11,29
7632.711634717374,1200.7841458855446,9,28
2488.139065945821,131.68785428345475,45,4
3635.180783099913,799.7527971785104,5,22
8635.85437907595,384.41512689739903,2,14
197.25937105813853,318.8760126287396,41,23
953.0398885513955,488.589506886412,36,30
2055.433725327875,6661.543124007225,29,43
5161.037575846908,14119.304795408403,22,17
3616.0487130506276,280.18200284039193,17,16
191.55757192113524,598.0540489100247,2,32
15759.184977852212,3157.754492531163,41,5
1287.5449682427559,1800.9309339507574,4,16
1183.7575383294654,324.56944287837007,40,37
7263.8286210648575,657.6335179565041,48,8
7661.776582072511,1766.8955669855825,13,20
36245.83838597245,946.2084645746182,19,4
3129.1787966187817,363.7450246734894,36,1
2944.315700615338,1125.844076073072,38,32
408.69802233710413,481.2573147877428,26,48
11472.917722271453,1324.8963526500697,18,36
1734.2874407598354,1989.129452644929,19,38
819.4931887059888,845.998329849858,17,48
65821.53444190713,1015.4426525913343,37,34
452.67565302687797,526.3794583376889,29,32
2550.543394118979,738.0128472174059,35,34
9006.56101502597,4459.199942429395,304,10
4008.514978553384,396.97905548460847,26,9
8330.876084009324,1039.8079137729296,9,25
5404.596477115394,585.8696116520199,1,45
7464.482761968927,618.7457260334367,9,45
212.5965601469469,959.6948079561779,1,22
2666.5221289073247,1820.5117143616928,30,2
35307.90060976326,1674.8008144811959,27,10
439.04727503499686,910.9429272541096,1,11
2039.9051317361684,4160.205798323414,7,29
1426.484079580566,421.870679639206,32,17
12727.855985968665,786.2788350786667,10,39
14444.058372673653,314.3206374388334,26,6
6358.739189177072,4903.247068572769,47,1
407.28878226023465,472.5497642019232,48,32
7080.9691699361765,375.28979825675907,33,36
243.58288039456443,2436.6932054368303,19,42
1246.1869778058258,706.1472888710958,42,32
4518.613667192176,144.33184380137092,22,4
19926.618601404563,1899.8060276928288,88,36
1723.6295790592294,852.1917114291022,24,19
7177.8109048021215,3903.591692927247,25,7
3575.1058659600576,2770.6831854989664,18,40
1179.6282060584144,897.0237352655344,44,7
153.14871591310614,931.5243596890624,39,30
5933.925695555545,2872.7547944256667,48,47
4170.27596841565,1140.2743237630318,38,44
954066.6235512189,635.4617223264221,112,4
27546.884570522092,6039.134962148716,9,27
4826.438749351202,645.5731582083555,16,27
10973.559004542023,221.6728796793197,15,31
8956.947216245067,2150.036990169959,20,38
544.6322958274077,2428.3192905218257,37,10
42384.03137113828,549.7410158434985,12,43
1581.1355728797575,2145.950378907415,32,5
10828.939564606515,701.1920108273474,20,31
59834.61744634657,267.52913271649004,13,8
7704.43664849018,810.278684955773,36,37
3328.016578036735,1198.08821980645,29,13
9401.23438336942,97.5102842751234,4,31
4265.554689258884,71.28202198849503,14,31
447.96447868818524,2840.03572415394,41,11
10416.666167835829,258.3444626998008,26,22
440.6053517077155,17555.21753254228,23,42
11230.686343358968,878.4381857900017,31,5
846.5650404886165,5368.449272400438,44,42
6893.7198766937945,525.0918046570658,20,46
3753.8374785468286,1859.9406643765003,21,4
2291.3998971757296,776.6739280397471,23,14
4073.1444101329134,888.9577015157155,20,18
19592.503186320762,256.88870397841816,12,25
17625.211082673373,6238.752101915949,31,5
883.5890769643249,622.0868011098751,48,39
15683.40292401588,1949.1846090978984,47,28
1606.3391180335188,276.5421485578743,34,14
4451.906127419828,3303.038845868879,36,41
871.713000518187,235.24670851984115,15,40
753.8894442057235,2146.6056397242373,27,43
3933.868988636272,6646.672594723023,21,28
35654.29256316985,1691.896005089783,43,16
3565.4346148280583,594.8064855320379,33,18
4395.719682930595,447.93083611026935,36,23
382.184991157189,1102.3984508064104,43,16
7258.5852089813325,1929.8270934258983,28,8
3980.706165965971,2290.9427309449966,27,28
2799.06258316524,1984.1356444015578,46,19
3197.8746025564733,2075.773183066375,11,19
534.4354459100496,2052.8491741929533,31,49
4118.333710448626,743.3448045752552,13,7
